,Time,Albania_new_cases,Andorra_new_cases,Austria_new_cases,Belgium_new_cases,Bulgaria_new_cases,Bosnia and Herzegovina_new_cases,Belarus_new_cases,Switzerland_new_cases,Czech Republic_new_cases,Germany_new_cases,Denmark_new_cases,Spain_new_cases,Estonia_new_cases,Finland_new_cases,France_new_cases,Faeroe Islands_new_cases,United Kingdom_new_cases,Guernsey_new_cases,Greece_new_cases,Croatia_new_cases,Hungary_new_cases,Isle of Man_new_cases,Ireland_new_cases,Iceland_new_cases,Italy_new_cases,Jersey_new_cases,Liechtenstein_new_cases,Lithuania_new_cases,Luxembourg_new_cases,Latvia_new_cases,Monaco_new_cases,Moldova_new_cases,Macedonia_new_cases,Malta_new_cases,Montenegro_new_cases,Netherlands_new_cases,Norway_new_cases,Poland_new_cases,Portugal_new_cases,Romania_new_cases,Russia_new_cases,San Marino_new_cases,Serbia_new_cases,Slovakia_new_cases,Slovenia_new_cases,Sweden_new_cases,Ukraine_new_cases
131,131,6.0,2.0,42.0,240.0,44.0,22.0,951.0,44.0,18.0,667.0,101.0,3416.0,8.0,142.0,433.0,0.0,3063.0,0.0,19.0,15.0,50.0,1.0,219.0,0.0,1083.0,0.0,0.0,8.0,6.0,2.0,0.0,139.0,36.0,6.0,0.0,289.0,35.0,285.0,138.0,320.0,10817.0,14.0,89.0,0.0,3.0,509.0,515.0
132,132,12.0,1.0,10.0,118.0,10.0,25.0,921.0,54.0,28.0,357.0,110.0,393.0,6.0,82.0,209.0,0.0,2157.0,0.0,6.0,11.0,21.0,0.0,236.0,0.0,802.0,1.0,0.0,35.0,9.0,9.0,0.0,60.0,20.0,7.0,0.0,245.0,30.0,345.0,175.0,231.0,11012.0,-9.0,82.0,2.0,3.0,279.0,522.0
133,133,4.0,1.0,87.0,476.0,25.0,25.0,933.0,39.0,53.0,933.0,84.0,482.0,2.0,22.0,456.0,0.0,2329.0,0.0,10.0,9.0,29.0,0.0,139.0,0.0,744.0,0.0,0.0,6.0,2.0,7.0,0.0,68.0,22.0,3.0,0.0,161.0,7.0,330.0,98.0,226.0,11656.0,0.0,62.0,0.0,1.0,455.0,416.0
134,134,4.0,2.0,36.0,395.0,33.0,16.0,967.0,36.0,45.0,798.0,78.0,439.0,5.0,19.0,708.0,0.0,3586.0,0.0,18.0,11.0,28.0,1.0,107.0,0.0,1402.0,1.0,0.0,6.0,6.0,4.0,0.0,159.0,10.0,2.0,0.0,196.0,29.0,595.0,234.0,190.0,10899.0,10.0,67.0,8.0,2.0,754.0,375.0
135,135,4.0,2.0,54.0,321.0,46.0,23.0,952.0,33.0,48.0,933.0,76.0,849.0,5.0,51.0,507.0,0.0,3402.0,0.0,16.0,6.0,39.0,1.0,159.0,1.0,888.0,1.0,0.0,14.0,10.0,1.0,0.0,252.0,20.0,14.0,0.0,227.0,23.0,283.0,219.0,224.0,10028.0,5.0,52.0,4.0,1.0,698.0,402.0
136,136,18.0,1.0,41.0,305.0,31.0,35.0,947.0,50.0,82.0,913.0,46.0,643.0,7.0,91.0,622.0,0.0,3307.0,0.0,10.0,8.0,37.0,0.0,426.0,0.0,992.0,1.0,0.0,6.0,11.0,11.0,0.0,147.0,29.0,10.0,0.0,270.0,17.0,411.0,187.0,245.0,9974.0,5.0,79.0,8.0,1.0,657.0,422.0
137,137,18.0,0.0,63.0,347.0,38.0,21.0,958.0,51.0,55.0,620.0,78.0,515.0,8.0,83.0,563.0,0.0,2628.0,0.0,40.0,1.0,56.0,2.0,129.0,0.0,789.0,0.0,0.0,12.0,8.0,8.0,0.0,192.0,17.0,14.0,0.0,200.0,22.0,401.0,264.0,190.0,10598.0,4.0,64.0,3.0,0.0,688.0,483.0
138,138,17.0,0.0,72.0,147.0,73.0,30.0,951.0,58.0,49.0,583.0,67.0,652.0,4.0,58.0,372.0,0.0,2526.0,0.0,9.0,2.0,36.0,1.0,92.0,0.0,875.0,5.0,0.0,11.0,7.0,27.0,0.0,189.0,22.0,7.0,0.0,189.0,0.0,241.0,227.0,267.0,9200.0,1.0,58.0,13.0,1.0,358.0,528.0
139,139,13.0,0.0,14.0,81.0,24.0,22.0,969.0,15.0,20.0,342.0,69.0,256.0,4.0,61.0,120.0,0.0,2079.0,0.0,15.0,2.0,26.0,0.0,64.0,0.0,675.0,0.0,0.0,7.0,15.0,11.0,0.0,126.0,30.0,5.0,0.0,125.0,0.0,272.0,226.0,167.0,9709.0,1.0,114.0,1.0,0.0,259.0,433.0
140,140,2.0,0.0,25.0,317.0,24.0,14.0,922.0,10.0,111.0,513.0,41.0,431.0,10.0,33.0,492.0,0.0,1838.0,0.0,2.0,2.0,21.0,0.0,88.0,0.0,451.0,1.0,0.0,6.0,2.0,1.0,1.0,78.0,25.0,11.0,0.0,146.0,52.0,356.0,173.0,165.0,8926.0,0.0,89.0,1.0,1.0,430.0,325.0
141,141,1.0,0.0,78.0,292.0,33.0,16.0,936.0,21.0,61.0,797.0,76.0,518.0,7.0,19.0,524.0,0.0,2589.0,0.0,4.0,4.0,42.0,0.0,51.0,0.0,813.0,0.0,0.0,15.0,11.0,3.0,0.0,202.0,22.0,15.0,0.0,108.0,8.0,383.0,223.0,155.0,9263.0,1.0,34.0,0.0,1.0,666.0,260.0
142,142,15.0,1.0,18.0,385.0,39.0,15.0,918.0,40.0,74.0,745.0,73.0,482.0,3.0,44.0,418.0,0.0,3052.0,0.0,10.0,2.0,43.0,1.0,64.0,1.0,665.0,3.0,0.0,15.0,13.0,4.0,0.0,213.0,19.0,15.0,0.0,198.0,11.0,471.0,228.0,196.0,8764.0,1.0,100.0,1.0,0.0,808.0,354.0
143,143,5.0,0.0,57.0,70.0,41.0,18.0,945.0,36.0,33.0,460.0,65.0,1787.0,6.0,50.0,318.0,0.0,2718.0,0.0,3.0,3.0,37.0,0.0,76.0,0.0,642.0,0.0,0.0,17.0,9.0,9.0,0.0,151.0,40.0,1.0,0.0,253.0,0.0,404.0,252.0,198.0,8849.0,2.0,86.0,6.0,0.0,610.0,476.0
144,144,12.0,0.0,29.0,248.0,36.0,20.0,932.0,13.0,59.0,638.0,48.0,466.0,7.0,44.0,403.0,0.0,2574.0,0.0,20.0,6.0,35.0,0.0,115.0,0.0,652.0,0.0,0.0,10.0,1.0,5.0,0.0,143.0,23.0,9.0,0.0,188.0,41.0,476.0,288.0,127.0,8894.0,3.0,105.0,1.0,0.0,532.0,442.0
145,145,8.0,0.0,46.0,123.0,0.0,19.0,941.0,18.0,77.0,431.0,59.0,482.0,14.0,31.0,240.0,0.0,2062.0,0.0,3.0,0.0,28.0,0.0,76.0,1.0,669.0,0.0,0.0,12.0,9.0,16.0,0.0,147.0,20.0,1.0,0.0,176.0,0.0,312.0,271.0,145.0,9434.0,4.0,68.0,1.0,0.0,403.0,432.0
146,146,9.0,1.0,32.0,75.0,25.0,9.0,954.0,11.0,67.0,289.0,71.0,-372.0,2.0,11.0,115.0,0.0,1527.0,0.0,2.0,1.0,15.0,0.0,57.0,0.0,531.0,0.0,0.0,7.0,2.0,1.0,0.0,99.0,37.0,1.0,0.0,172.0,0.0,395.0,152.0,213.0,8599.0,0.0,67.0,5.0,1.0,210.0,406.0
147,147,6.0,0.0,20.0,314.0,0.0,5.0,946.0,10.0,47.0,432.0,27.0,859.0,1.0,20.0,358.0,0.0,1364.0,0.0,4.0,0.0,15.0,0.0,59.0,0.0,300.0,1.0,0.0,12.0,1.0,2.0,0.0,54.0,21.0,0.0,0.0,209.0,43.0,305.0,165.0,213.0,8946.0,1.0,34.0,2.0,0.0,491.0,259.0
148,148,25.0,0.0,38.0,202.0,27.0,10.0,915.0,15.0,46.0,362.0,41.0,510.0,10.0,29.0,276.0,0.0,1624.0,0.0,10.0,0.0,22.0,0.0,37.0,0.0,397.0,0.0,0.0,4.0,2.0,4.0,0.0,158.0,16.0,1.0,0.0,133.0,12.0,443.0,219.0,146.0,8915.0,0.0,34.0,2.0,0.0,746.0,339.0
149,149,21.0,0.0,18.0,182.0,0.0,19.0,897.0,0.0,36.0,353.0,52.0,1137.0,6.0,64.0,191.0,0.0,1672.0,0.0,11.0,0.0,23.0,0.0,68.0,1.0,584.0,1.0,0.0,8.0,6.0,4.0,0.0,232.0,25.0,4.0,0.0,190.0,19.0,399.0,285.0,165.0,8338.0,1.0,48.0,2.0,2.0,800.0,321.0
150,150,26.0,0.0,28.0,171.0,25.0,28.0,902.0,35.0,54.0,741.0,32.0,658.0,11.0,51.0,3325.0,0.0,1835.0,0.0,3.0,1.0,25.0,0.0,38.0,0.0,593.0,0.0,0.0,9.0,7.0,4.0,0.0,188.0,38.0,0.0,0.0,182.0,18.0,352.0,304.0,197.0,8371.0,3.0,25.0,5.0,2.0,774.0,477.0
151,151,23.0,1.0,51.0,165.0,14.0,22.0,906.0,32.0,56.0,738.0,81.0,664.0,8.0,33.0,597.0,0.0,1760.0,0.0,3.0,0.0,0.0,0.0,35.0,0.0,516.0,0.0,0.0,6.0,4.0,3.0,0.0,171.0,52.0,2.0,0.0,176.0,10.0,330.0,350.0,191.0,8572.0,1.0,54.0,0.0,0.0,773.0,429.0
152,152,23.0,0.0,44.0,61.0,14.0,9.0,894.0,17.0,34.0,286.0,40.0,201.0,6.0,50.0,1828.0,0.0,1527.0,0.0,6.0,1.0,26.0,0.0,53.0,1.0,416.0,0.0,0.0,8.0,4.0,1.0,0.0,202.0,34.0,0.0,0.0,131.0,0.0,416.0,257.0,151.0,8952.0,0.0,27.0,1.0,0.0,432.0,393.0
153,153,15.0,0.0,4.0,49.0,0.0,16.0,898.0,17.0,43.0,333.0,36.0,209.0,4.0,33.0,257.0,0.0,1125.0,0.0,2.0,0.0,9.0,0.0,61.0,0.0,355.0,0.0,0.0,5.0,2.0,1.0,0.0,153.0,62.0,1.0,0.0,185.0,0.0,215.0,297.0,124.0,9268.0,0.0,31.0,1.0,0.0,265.0,468.0
154,154,6.0,1.0,21.0,59.0,0.0,14.0,847.0,9.0,29.0,213.0,30.0,294.0,1.0,26.0,338.0,0.0,1079.0,0.0,1.0,0.0,45.0,0.0,72.0,0.0,178.0,0.0,0.0,3.0,1.0,5.0,0.0,109.0,89.0,1.0,0.0,103.0,0.0,379.0,200.0,141.0,9035.0,16.0,18.0,0.0,2.0,648.0,340.0
155,155,21.0,79.0,11.0,183.0,25.0,11.0,852.0,3.0,62.0,342.0,35.0,394.0,0.0,2.0,-766.0,0.0,1441.0,0.0,19.0,0.0,10.0,0.0,4.0,0.0,318.0,0.0,0.0,4.0,1.0,8.0,0.0,188.0,76.0,2.0,0.0,102.0,35.0,230.0,195.0,119.0,8863.0,0.0,24.0,0.0,0.0,900.0,328.0
156,156,20.0,7.0,31.0,159.0,47.0,16.0,861.0,19.0,74.0,394.0,37.0,334.0,10.0,24.0,352.0,0.0,1484.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,321.0,1.0,0.0,2.0,0.0,0.0,0.0,247.0,101.0,0.0,0.0,86.0,0.0,292.0,366.0,152.0,8536.0,0.0,69.0,3.0,2.0,1046.0,483.0
157,157,13.0,1.0,36.0,172.0,0.0,43.0,865.0,20.0,56.0,507.0,40.0,318.0,10.0,0.0,767.0,0.0,1356.0,0.0,15.0,1.0,23.0,0.0,31.0,0.0,177.0,0.0,0.0,3.0,7.0,3.0,0.0,223.0,120.0,3.0,0.0,209.0,31.0,361.0,331.0,238.0,8831.0,0.0,48.0,1.0,2.0,1039.0,588.0
158,158,15.0,0.0,62.0,154.0,83.0,12.0,887.0,23.0,35.0,407.0,64.0,332.0,20.0,30.0,611.0,0.0,1243.0,0.0,15.0,0.0,16.0,0.0,21.0,0.0,518.0,0.0,0.0,7.0,5.0,0.0,0.0,229.0,180.0,2.0,0.0,210.0,27.0,371.0,377.0,196.0,8726.0,0.0,96.0,0.0,5.0,1146.0,553.0
159,159,20.0,0.0,19.0,69.0,43.0,31.0,883.0,20.0,38.0,301.0,49.0,240.0,21.0,23.0,579.0,0.0,1120.0,0.0,13.0,0.0,0.0,0.0,20.0,0.0,270.0,2.0,0.0,11.0,3.0,4.0,0.0,264.0,125.0,2.0,0.0,183.0,0.0,567.0,382.0,187.0,8855.0,0.0,74.0,2.0,1.0,780.0,550.0
160,160,14.0,0.0,46.0,53.0,16.0,37.0,879.0,9.0,61.0,214.0,24.0,167.0,8.0,17.0,343.0,0.0,801.0,0.0,17.0,0.0,0.0,0.0,18.0,1.0,197.0,0.0,0.0,9.0,4.0,2.0,0.0,189.0,111.0,1.0,0.0,239.0,0.0,575.0,142.0,189.0,8984.0,0.0,82.0,0.0,0.0,462.0,485.0
161,161,17.0,0.0,21.0,153.0,83.0,30.0,823.0,7.0,69.0,350.0,14.0,249.0,1.0,20.0,211.0,0.0,721.0,0.0,52.0,0.0,44.0,0.0,6.0,0.0,280.0,1.0,0.0,6.0,1.0,0.0,0.0,107.0,127.0,2.0,0.0,165.0,43.0,599.0,392.0,125.0,8985.0,0.0,73.0,2.0,0.0,677.0,463.0
162,162,36.0,0.0,13.0,145.0,79.0,24.0,812.0,16.0,54.0,318.0,39.0,314.0,7.0,24.0,403.0,0.0,1099.0,0.0,9.0,0.0,3.0,0.0,8.0,0.0,283.0,1.0,0.0,7.0,6.0,1.0,0.0,218.0,87.0,3.0,0.0,164.0,16.0,400.0,421.0,145.0,8595.0,1.0,69.0,1.0,1.0,937.0,394.0
163,163,42.0,0.0,34.0,119.0,104.0,49.0,801.0,23.0,73.0,555.0,15.0,427.0,11.0,15.0,545.0,0.0,1158.0,0.0,10.0,2.0,10.0,0.0,16.0,0.0,202.0,0.0,0.0,6.0,3.0,3.0,0.0,296.0,125.0,5.0,0.0,184.0,13.0,197.0,294.0,196.0,8404.0,3.0,66.0,2.0,2.0,1437.0,525.0
164,164,44.0,0.0,28.0,95.0,93.0,55.0,750.0,33.0,62.0,258.0,19.0,502.0,7.0,24.0,425.0,0.0,1199.0,0.0,20.0,0.0,12.0,0.0,7.0,0.0,379.0,0.0,0.0,19.0,3.0,2.0,0.0,406.0,175.0,5.0,0.0,164.0,18.0,444.0,310.0,237.0,8779.0,0.0,71.0,8.0,0.0,1293.0,689.0
165,165,31.0,1.0,30.0,89.0,105.0,61.0,704.0,19.0,52.0,348.0,64.0,396.0,5.0,9.0,726.0,0.0,1017.0,0.0,20.0,0.0,14.0,0.0,12.0,1.0,163.0,0.0,0.0,4.0,3.0,2.0,0.0,366.0,164.0,1.0,0.0,210.0,12.0,376.0,270.0,222.0,8987.0,3.0,73.0,1.0,2.0,1329.0,683.0
166,166,48.0,0.0,20.0,49.0,75.0,48.0,721.0,31.0,53.0,247.0,40.0,323.0,3.0,14.0,526.0,0.0,1052.0,0.0,4.0,2.0,11.0,0.0,45.0,2.0,346.0,0.0,0.0,7.0,8.0,1.0,0.0,366.0,196.0,2.0,0.0,179.0,0.0,440.0,283.0,275.0,8706.0,0.0,76.0,3.0,2.0,1032.0,753.0
167,167,57.0,0.0,24.0,22.0,24.0,61.0,732.0,23.0,33.0,192.0,54.0,181.0,0.0,17.0,407.0,0.0,890.0,0.0,9.0,1.0,12.0,0.0,8.0,0.0,338.0,0.0,0.0,5.0,7.0,0.0,0.0,281.0,155.0,2.0,1.0,143.0,0.0,375.0,227.0,320.0,8835.0,0.0,59.0,3.0,3.0,418.0,648.0
168,168,69.0,0.0,27.0,147.0,51.0,38.0,707.0,14.0,40.0,378.0,24.0,219.0,1.0,4.0,152.0,0.0,822.0,0.0,13.0,2.0,1.0,0.0,18.0,1.0,301.0,3.0,0.0,5.0,2.0,0.0,0.0,139.0,100.0,6.0,1.0,165.0,25.0,396.0,346.0,166.0,8246.0,0.0,57.0,4.0,1.0,685.0,656.0
169,169,82.0,1.0,33.0,99.0,112.0,45.0,689.0,15.0,47.0,345.0,33.0,355.0,1.0,4.0,344.0,0.0,1043.0,0.0,14.0,1.0,1.0,0.0,13.0,1.0,210.0,0.0,0.0,3.0,3.0,1.0,0.0,375.0,132.0,6.0,0.0,139.0,0.0,407.0,300.0,250.0,8248.0,0.0,59.0,0.0,3.0,1209.0,666.0
170,170,50.0,0.0,17.0,123.0,89.0,60.0,663.0,37.0,51.0,580.0,44.0,585.0,2.0,5.0,458.0,0.0,1102.0,0.0,55.0,3.0,1.0,0.0,7.0,0.0,328.0,2.0,0.0,2.0,10.0,6.0,0.0,478.0,193.0,1.0,7.0,117.0,29.0,506.0,336.0,345.0,7843.0,2.0,96.0,9.0,4.0,1457.0,758.0
171,171,66.0,1.0,40.0,108.0,132.0,58.0,625.0,17.0,68.0,770.0,50.0,307.0,0.0,0.0,467.0,0.0,1013.0,0.0,24.0,11.0,2.0,0.0,14.0,2.0,331.0,0.0,0.0,6.0,6.0,4.0,0.0,374.0,182.0,0.0,4.0,115.0,32.0,314.0,417.0,320.0,7790.0,0.0,94.0,1.0,8.0,1494.0,829.0
172,172,50.0,0.0,30.0,121.0,81.0,86.0,676.0,92.0,176.0,601.0,47.0,363.0,2.0,16.0,811.0,0.0,1027.0,0.0,10.0,11.0,5.0,0.0,13.0,1.0,-148.0,0.0,0.0,8.0,8.0,2.0,0.0,450.0,156.0,1.0,18.0,107.0,0.0,301.0,375.0,320.0,7972.0,0.0,93.0,14.0,2.0,1209.0,921.0
173,173,53.0,0.0,62.0,50.0,117.0,66.0,603.0,0.0,42.0,687.0,0.0,334.0,2.0,9.0,641.0,0.0,986.0,0.0,19.0,19.0,8.0,0.0,6.0,0.0,264.0,0.0,0.0,3.0,6.0,1.0,0.0,397.0,185.0,1.0,4.0,76.0,16.0,304.0,377.0,330.0,7889.0,0.0,94.0,10.0,6.0,698.0,841.0
174,174,36.0,0.0,38.0,20.0,33.0,77.0,569.0,0.0,50.0,537.0,0.0,232.0,0.0,1.0,284.0,0.0,687.0,0.0,10.0,18.0,8.0,0.0,5.0,0.0,224.0,0.0,0.0,3.0,15.0,0.0,1.0,247.0,101.0,0.0,3.0,91.0,0.0,311.0,292.0,315.0,7728.0,0.0,91.0,1.0,1.0,321.0,735.0
175,175,68.0,0.0,35.0,143.0,79.0,93.0,518.0,18.0,63.0,503.0,136.0,248.0,0.0,1.0,373.0,0.0,639.0,0.0,21.0,19.0,5.0,0.0,4.0,0.0,221.0,0.0,0.0,3.0,1.0,0.0,0.0,163.0,90.0,0.0,5.0,65.0,37.0,296.0,259.0,246.0,7600.0,2.0,96.0,1.0,1.0,800.0,681.0
176,176,52.0,0.0,31.0,110.0,130.0,63.0,464.0,22.0,89.0,587.0,34.0,334.0,1.0,11.0,517.0,0.0,896.0,0.0,15.0,30.0,0.0,0.0,8.0,0.0,113.0,0.0,0.0,2.0,12.0,0.0,0.0,351.0,118.0,0.0,11.0,64.0,6.0,300.0,345.0,214.0,7425.0,0.0,102.0,1.0,13.0,1309.0,833.0
177,177,67.0,0.0,33.0,100.0,128.0,88.0,458.0,44.0,127.0,630.0,54.0,400.0,1.0,12.0,81.0,0.0,886.0,0.0,8.0,22.0,7.0,0.0,5.0,2.0,577.0,1.0,0.0,1.0,7.0,0.0,1.0,364.0,136.0,3.0,11.0,82.0,26.0,294.0,367.0,321.0,7176.0,0.0,143.0,18.0,7.0,1698.0,940.0
178,178,78.0,0.0,47.0,76.0,166.0,119.0,437.0,52.0,93.0,477.0,21.0,419.0,1.0,5.0,0.0,0.0,778.0,0.0,11.0,95.0,9.0,0.0,9.0,1.0,296.0,0.0,0.0,2.0,11.0,0.0,0.0,375.0,153.0,2.0,25.0,110.0,16.0,298.0,311.0,460.0,7113.0,0.0,137.0,23.0,6.0,1279.0,994.0
179,179,77.0,0.0,67.0,113.0,105.0,140.0,331.0,58.0,168.0,687.0,39.0,564.0,2.0,19.0,1588.0,0.0,721.0,0.0,22.0,56.0,4.0,0.0,9.0,2.0,255.0,0.0,0.0,2.0,22.0,1.0,0.0,323.0,163.0,0.0,25.0,91.0,22.0,276.0,451.0,411.0,6800.0,0.0,193.0,13.0,11.0,1204.0,1109.0
180,180,61.0,0.0,64.0,41.0,112.0,173.0,382.0,69.0,260.0,256.0,0.0,301.0,0.0,0.0,0.0,0.0,671.0,0.0,23.0,85.0,11.0,0.0,23.0,0.0,175.0,0.0,0.0,5.0,44.0,3.0,1.0,304.0,150.0,0.0,30.0,69.0,0.0,319.0,323.0,325.0,6852.0,0.0,227.0,14.0,14.0,755.0,948.0
181,181,72.0,0.0,63.0,24.0,66.0,108.0,380.0,62.0,305.0,262.0,0.0,200.0,1.0,0.0,0.0,0.0,649.0,0.0,10.0,67.0,4.0,0.0,2.0,1.0,174.0,0.0,0.0,3.0,25.0,1.0,0.0,170.0,176.0,0.0,12.0,73.0,0.0,193.0,457.0,291.0,6791.0,0.0,254.0,7.0,9.0,415.0,917.0
182,182,64.0,0.0,41.0,127.0,140.0,128.0,315.0,35.0,202.0,498.0,76.0,301.0,0.0,18.0,1324.0,0.0,446.0,0.0,14.0,34.0,3.0,0.0,23.0,1.0,126.0,0.0,0.0,0.0,14.0,1.0,0.0,107.0,132.0,0.0,20.0,76.0,40.0,247.0,266.0,269.0,6719.0,0.0,242.0,1.0,4.0,727.0,646.0
183,183,69.0,0.0,111.0,100.0,158.0,110.0,328.0,62.0,149.0,466.0,17.0,388.0,2.0,5.0,541.0,0.0,730.0,0.0,19.0,52.0,10.0,0.0,11.0,2.0,142.0,0.0,0.0,1.0,43.0,1.0,0.0,256.0,126.0,1.0,47.0,50.0,10.0,239.0,229.0,388.0,6693.0,0.0,276.0,2.0,15.0,804.0,706.0
184,184,45.0,0.0,37.0,135.0,165.0,153.0,306.0,220.0,92.0,503.0,26.0,444.0,0.0,22.0,918.0,0.0,617.0,0.0,23.0,54.0,2.0,0.0,4.0,1.0,182.0,0.0,0.0,1.0,46.0,3.0,0.0,285.0,120.0,0.0,28.0,62.0,22.0,382.0,313.0,326.0,6556.0,0.0,272.0,20.0,13.0,684.0,664.0
185,185,82.0,0.0,138.0,93.0,161.0,182.0,274.0,33.0,132.0,446.0,21.0,442.0,1.0,5.0,659.0,0.0,651.0,0.0,26.0,81.0,9.0,0.0,12.0,5.0,201.0,1.0,0.0,7.0,50.0,1.0,3.0,252.0,173.0,1.0,40.0,77.0,8.0,371.0,328.0,450.0,6760.0,0.0,359.0,13.0,20.0,687.0,889.0
186,186,90.0,0.0,121.0,94.0,182.0,172.0,299.0,133.0,141.0,422.0,17.0,0.0,1.0,28.0,582.0,0.0,602.0,0.0,28.0,96.0,6.0,0.0,9.0,0.0,223.0,0.0,1.0,3.0,52.0,0.0,0.0,295.0,0.0,0.0,47.0,75.0,0.0,259.0,374.0,420.0,6718.0,0.0,309.0,20.0,16.0,694.0,876.0
187,187,67.0,0.0,123.0,64.0,180.0,289.0,273.0,97.0,121.0,239.0,0.0,0.0,2.0,1.0,0.0,0.0,579.0,0.0,25.0,86.0,11.0,0.0,11.0,0.0,235.0,0.0,0.0,3.0,29.0,1.0,0.0,227.0,289.0,0.0,57.0,61.0,0.0,314.0,413.0,416.0,6632.0,0.0,325.0,29.0,30.0,364.0,914.0
188,188,74.0,0.0,73.0,24.0,63.0,144.0,284.0,70.0,75.0,219.0,0.0,1244.0,0.0,2.0,0.0,0.0,401.0,0.0,8.0,57.0,0.0,0.0,18.0,0.0,192.0,0.0,0.0,5.0,46.0,1.0,2.0,142.0,114.0,0.0,61.0,73.0,0.0,231.0,328.0,391.0,6736.0,0.0,302.0,15.0,21.0,315.0,823.0
189,189,71.0,0.0,57.0,112.0,174.0,64.0,250.0,46.0,51.0,390.0,46.0,341.0,1.0,3.0,1375.0,0.0,555.0,0.0,43.0,69.0,6.0,0.0,4.0,2.0,208.0,5.0,1.0,5.0,20.0,3.0,0.0,92.0,76.0,1.0,60.0,36.0,35.0,205.0,232.0,250.0,6611.0,0.0,289.0,1.0,16.0,251.0,543.0
190,190,74.0,0.0,89.0,99.0,188.0,161.0,199.0,54.0,119.0,397.0,10.0,383.0,1.0,1.0,475.0,1.0,704.0,0.0,27.0,52.0,16.0,0.0,7.0,1.0,137.0,0.0,0.0,3.0,61.0,7.0,0.0,235.0,118.0,0.0,66.0,37.0,6.0,257.0,287.0,397.0,6368.0,0.0,299.0,2.0,23.0,278.0,564.0
191,191,68.0,0.0,101.0,137.0,240.0,250.0,221.0,129.0,129.0,442.0,12.0,543.0,8.0,7.0,663.0,0.0,597.0,0.0,33.0,53.0,5.0,0.0,4.0,0.0,193.0,0.0,0.0,10.0,47.0,7.0,0.0,330.0,161.0,1.0,53.0,52.0,11.0,277.0,443.0,555.0,6562.0,1.0,357.0,31.0,24.0,533.0,807.0
192,192,82.0,0.0,97.0,124.0,330.0,219.0,187.0,88.0,105.0,395.0,16.0,852.0,8.0,4.0,621.0,0.0,693.0,0.0,50.0,91.0,10.0,0.0,23.0,0.0,214.0,0.0,0.0,3.0,69.0,13.0,0.0,195.0,166.0,0.0,59.0,52.0,7.0,262.0,418.0,614.0,6509.0,0.0,266.0,53.0,13.0,334.0,810.0
193,193,90.0,0.0,74.0,127.0,292.0,315.0,193.0,104.0,143.0,378.0,30.0,0.0,2.0,3.0,658.0,0.0,715.0,0.0,60.0,116.0,3.0,0.0,24.0,0.0,276.0,0.0,0.0,4.0,58.0,0.0,0.0,258.0,203.0,0.0,58.0,42.0,11.0,265.0,402.0,592.0,6635.0,0.0,386.0,19.0,17.0,369.0,819.0
194,194,93.0,0.0,108.0,62.0,211.0,318.0,163.0,108.0,53.0,248.0,0.0,0.0,1.0,0.0,0.0,0.0,565.0,0.0,40.0,140.0,6.0,0.0,22.0,0.0,188.0,0.0,0.0,4.0,65.0,19.0,1.0,284.0,197.0,0.0,87.0,81.0,0.0,305.0,542.0,698.0,6611.0,0.0,345.0,23.0,34.0,308.0,800.0
195,195,83.0,0.0,52.0,43.0,77.0,164.0,165.0,85.0,59.0,159.0,0.0,2045.0,0.0,2.0,0.0,0.0,442.0,0.0,31.0,50.0,5.0,0.0,17.0,0.0,234.0,0.0,0.0,4.0,83.0,0.0,0.0,174.0,144.0,0.0,57.0,101.0,0.0,370.0,291.0,456.0,6615.0,0.0,287.0,8.0,14.0,106.0,678.0
196,196,117.0,3.0,12.0,224.0,159.0,95.0,182.0,63.0,64.0,412.0,91.0,666.0,0.0,1.0,1625.0,0.0,361.0,0.0,23.0,53.0,13.0,0.0,10.0,0.0,169.0,4.0,0.0,5.0,31.0,1.0,0.0,57.0,86.0,0.0,232.0,71.0,16.0,299.0,306.0,413.0,6537.0,0.0,279.0,1.0,8.0,170.0,612.0
197,197,96.0,3.0,201.0,207.0,234.0,197.0,155.0,70.0,103.0,351.0,24.0,875.0,1.0,0.0,0.0,0.0,726.0,0.0,57.0,52.0,16.0,0.0,32.0,2.0,114.0,0.0,0.0,1.0,100.0,4.0,0.0,269.0,131.0,0.0,69.0,53.0,3.0,267.0,233.0,637.0,6248.0,0.0,344.0,6.0,10.0,312.0,638.0
198,198,85.0,1.0,55.0,260.0,232.0,231.0,174.0,132.0,134.0,534.0,31.0,1361.0,1.0,0.0,927.0,0.0,685.0,0.0,27.0,126.0,0.0,0.0,13.0,0.0,162.0,0.0,0.0,7.0,0.0,0.0,0.0,332.0,194.0,0.0,60.0,106.0,17.0,323.0,375.0,641.0,6422.0,0.0,351.0,19.0,19.0,287.0,836.0
199,199,99.0,15.0,153.0,226.0,267.0,274.0,180.0,142.0,137.0,583.0,32.0,1400.0,0.0,0.0,534.0,0.0,772.0,0.0,29.0,86.0,16.0,0.0,15.0,1.0,230.0,2.0,0.0,20.0,66.0,1.0,0.0,224.0,90.0,0.0,36.0,99.0,10.0,274.0,339.0,777.0,6428.0,0.0,383.0,24.0,19.0,268.0,848.0
