,Time,Albania_new_cases,Andorra_new_cases,Austria_new_cases,Belgium_new_cases,Bulgaria_new_cases,Bosnia and Herzegovina_new_cases,Belarus_new_cases,Switzerland_new_cases,Czech Republic_new_cases,Germany_new_cases,Denmark_new_cases,Spain_new_cases,Estonia_new_cases,Finland_new_cases,France_new_cases,Faeroe Islands_new_cases,United Kingdom_new_cases,Guernsey_new_cases,Greece_new_cases,Croatia_new_cases,Hungary_new_cases,Isle of Man_new_cases,Ireland_new_cases,Iceland_new_cases,Italy_new_cases,Jersey_new_cases,Liechtenstein_new_cases,Lithuania_new_cases,Luxembourg_new_cases,Latvia_new_cases,Monaco_new_cases,Moldova_new_cases,Macedonia_new_cases,Malta_new_cases,Montenegro_new_cases,Netherlands_new_cases,Norway_new_cases,Poland_new_cases,Portugal_new_cases,Romania_new_cases,Russia_new_cases,San Marino_new_cases,Serbia_new_cases,Slovakia_new_cases,Slovenia_new_cases,Sweden_new_cases,Ukraine_new_cases
200,200,55.0,3.0,138.0,274.0,298.0,227.0,159.0,91.0,130.0,529.0,49.0,0.0,4.0,8.0,836.0,0.0,704.0,0.0,25.0,98.0,14.0,0.0,32.0,0.0,231.0,0.0,1.0,6.0,163.0,6.0,0.0,230.0,160.0,1.0,0.0,103.0,4.0,353.0,312.0,799.0,6406.0,0.0,392.0,14.0,19.0,284.0,809.0
201,201,102.0,0.0,102.0,130.0,196.0,256.0,171.0,110.0,113.0,202.0,0.0,0.0,1.0,17.0,0.0,0.0,569.0,0.0,19.0,98.0,22.0,0.0,20.0,2.0,249.0,0.0,0.0,7.0,124.0,4.0,0.0,300.0,237.0,0.0,46.0,127.0,0.0,339.0,313.0,889.0,6234.0,0.0,389.0,11.0,24.0,191.0,847.0
202,202,82.0,0.0,63.0,64.0,95.0,288.0,142.0,98.0,90.0,249.0,0.0,4581.0,0.0,20.0,0.0,3.0,493.0,0.0,24.0,119.0,18.0,0.0,10.0,1.0,218.0,0.0,1.0,17.0,74.0,3.0,0.0,186.0,123.0,1.0,107.0,144.0,0.0,358.0,246.0,767.0,6109.0,0.0,396.0,3.0,6.0,110.0,731.0
203,203,81.0,4.0,108.0,443.0,196.0,139.0,118.0,43.0,153.0,522.0,89.0,1358.0,0.0,2.0,2080.0,0.0,413.0,0.0,5.0,16.0,14.0,0.0,6.0,0.0,190.0,0.0,0.0,15.0,122.0,0.0,0.0,135.0,117.0,0.0,90.0,185.0,13.0,279.0,135.0,681.0,5940.0,0.0,359.0,1.0,7.0,131.0,651.0
204,204,119.0,0.0,139.0,145.0,325.0,195.0,135.0,108.0,226.0,454.0,40.0,1357.0,1.0,11.0,584.0,0.0,793.0,0.0,36.0,52.0,19.0,0.0,36.0,0.0,128.0,0.0,0.0,2.0,120.0,1.0,2.0,327.0,163.0,2.0,59.0,163.0,10.0,399.0,127.0,994.0,5842.0,0.0,352.0,41.0,24.0,226.0,673.0
205,205,68.0,5.0,140.0,553.0,330.0,330.0,173.0,141.0,246.0,569.0,48.0,2615.0,3.0,11.0,998.0,0.0,751.0,0.0,29.0,108.0,14.0,0.0,17.0,1.0,280.0,0.0,0.0,11.0,129.0,4.0,1.0,356.0,135.0,1.0,17.0,168.0,15.0,380.0,252.0,1030.0,5862.0,0.0,426.0,37.0,38.0,297.0,829.0
206,206,108.0,0.0,164.0,439.0,269.0,344.0,167.0,117.0,230.0,815.0,40.0,2255.0,2.0,10.0,1062.0,0.0,773.0,0.0,33.0,104.0,18.0,0.0,7.0,1.0,306.0,0.0,0.0,0.0,98.0,6.0,1.0,307.0,122.0,2.0,324.0,163.0,9.0,418.0,229.0,1112.0,5848.0,0.0,412.0,31.0,18.0,220.0,856.0
207,207,104.0,0.0,107.0,496.0,270.0,2.0,158.0,154.0,281.0,781.0,48.0,0.0,1.0,8.0,1130.0,0.0,731.0,0.0,25.0,81.0,26.0,0.0,19.0,2.0,252.0,1.0,0.0,26.0,104.0,2.0,1.0,378.0,128.0,4.0,308.0,191.0,23.0,458.0,313.0,1119.0,5811.0,0.0,409.0,29.0,19.0,262.0,972.0
208,208,67.0,8.0,120.0,229.0,189.0,302.0,156.0,148.0,131.0,305.0,0.0,0.0,5.0,8.0,0.0,0.0,667.0,0.0,31.0,77.0,11.0,0.0,24.0,0.0,274.0,0.0,0.0,15.0,133.0,1.0,0.0,345.0,137.0,14.0,0.0,137.0,0.0,584.0,263.0,1284.0,5871.0,0.0,411.0,23.0,14.0,138.0,1106.0
209,209,126.0,0.0,137.0,184.0,115.0,305.0,130.0,110.0,112.0,340.0,0.0,6361.0,1.0,5.0,0.0,0.0,421.0,0.0,27.0,65.0,13.0,0.0,12.0,4.0,254.0,0.0,0.0,7.0,83.0,13.0,0.0,206.0,152.0,1.0,0.0,214.0,0.0,443.0,209.0,1120.0,5765.0,0.0,467.0,38.0,16.0,42.0,920.0
210,210,117.0,10.0,64.0,595.0,194.0,429.0,119.0,65.0,192.0,633.0,109.0,1828.0,4.0,5.0,2551.0,23.0,371.0,0.0,34.0,24.0,8.0,0.0,11.0,7.0,168.0,2.0,0.0,11.0,49.0,1.0,0.0,120.0,128.0,6.0,324.0,205.0,32.0,337.0,135.0,1104.0,5635.0,0.0,411.0,2.0,5.0,71.0,807.0
211,211,117.0,0.0,132.0,685.0,250.0,268.0,115.0,132.0,283.0,684.0,30.0,2031.0,0.0,6.0,725.0,6.0,70.0,0.0,52.0,42.0,9.0,0.0,37.0,3.0,202.0,1.0,0.0,8.0,54.0,0.0,1.0,367.0,102.0,13.0,56.0,223.0,15.0,502.0,111.0,1151.0,5395.0,0.0,379.0,23.0,14.0,283.0,919.0
212,212,108.0,11.0,164.0,703.0,284.0,0.0,152.0,192.0,294.0,902.0,57.0,2789.0,4.0,10.0,1392.0,0.0,763.0,0.0,57.0,70.0,19.0,0.0,13.0,4.0,288.0,0.0,1.0,16.0,158.0,4.0,2.0,426.0,188.0,9.0,67.0,247.0,18.0,512.0,203.0,1182.0,5475.0,0.0,372.0,41.0,14.0,301.0,1022.0
213,213,92.0,4.0,163.0,635.0,265.0,678.0,147.0,219.0,249.0,870.0,91.0,3092.0,9.0,9.0,1377.0,0.0,846.0,0.0,65.0,78.0,21.0,0.0,85.0,11.0,382.0,0.0,1.0,19.0,83.0,4.0,0.0,0.0,119.0,9.0,57.0,342.0,22.0,615.0,255.0,1356.0,5509.0,0.0,321.0,20.0,24.0,302.0,1197.0
214,214,79.0,3.0,89.0,684.0,270.0,0.0,143.0,137.0,232.0,955.0,64.0,0.0,13.0,9.0,1346.0,5.0,880.0,0.0,76.0,67.0,0.0,0.0,38.0,13.0,379.0,0.0,0.0,13.0,79.0,3.0,0.0,786.0,139.0,18.0,39.0,338.0,36.0,657.0,204.0,1295.0,5482.0,0.0,339.0,27.0,26.0,258.0,1090.0
215,215,120.0,0.0,126.0,309.0,146.0,431.0,138.0,342.0,125.0,240.0,0.0,0.0,8.0,11.0,0.0,0.0,771.0,0.0,110.0,86.0,21.0,0.0,44.0,8.0,295.0,0.0,0.0,18.0,0.0,7.0,0.0,380.0,138.0,15.0,86.0,431.0,0.0,658.0,238.0,1225.0,5462.0,0.0,330.0,45.0,6.0,303.0,1172.0
216,216,123.0,0.0,85.0,148.0,119.0,233.0,121.0,49.0,101.0,509.0,0.0,8532.0,7.0,10.0,0.0,0.0,743.0,0.0,75.0,36.0,9.0,0.0,53.0,14.0,238.0,0.0,0.0,17.0,0.0,5.0,0.0,249.0,154.0,14.0,60.0,311.0,0.0,548.0,153.0,1075.0,5427.0,0.0,311.0,7.0,9.0,38.0,1112.0
217,217,101.0,12.0,32.0,794.0,0.0,188.0,99.0,66.0,208.0,879.0,207.0,5760.0,1.0,13.0,3376.0,0.0,928.0,0.0,75.0,36.0,9.0,0.0,46.0,8.0,159.0,4.0,0.0,10.0,169.0,3.0,1.0,120.0,86.0,16.0,43.0,372.0,60.0,575.0,106.0,823.0,5394.0,0.0,258.0,10.0,1.0,165.0,990.0
218,218,130.0,2.0,131.0,814.0,204.0,562.0,84.0,130.0,278.0,741.0,77.0,2953.0,11.0,17.0,1039.0,2.0,670.0,0.0,118.0,22.0,9.0,0.0,45.0,3.0,190.0,4.0,0.0,17.0,53.0,3.0,2.0,332.0,0.0,21.0,60.0,540.0,65.0,680.0,112.0,1232.0,5159.0,0.0,287.0,14.0,9.0,333.0,1061.0
219,219,139.0,0.0,103.0,776.0,255.0,288.0,126.0,181.0,243.0,1045.0,112.0,4088.0,22.0,29.0,1695.0,14.0,891.0,0.0,118.0,58.0,11.0,0.0,50.0,8.0,384.0,1.0,0.0,10.0,90.0,8.0,3.0,408.0,61.0,19.0,50.0,426.0,29.0,640.0,167.0,1309.0,5920.0,11.0,295.0,49.0,18.0,425.0,1271.0
220,220,127.0,5.0,114.0,769.0,303.0,251.0,127.0,181.0,211.0,1147.0,121.0,4507.0,11.0,20.0,1604.0,0.0,950.0,0.0,150.0,28.0,33.0,0.0,69.0,6.0,401.0,1.0,0.0,24.0,66.0,18.0,1.0,406.0,88.0,50.0,69.0,601.0,47.0,726.0,213.0,1345.0,4551.0,0.0,299.0,63.0,15.0,378.0,1318.0
221,221,135.0,11.0,130.0,771.0,297.0,290.0,111.0,161.0,320.0,1122.0,136.0,0.0,9.0,22.0,2288.0,50.0,871.0,0.0,147.0,62.0,24.0,0.0,98.0,20.0,552.0,0.0,0.0,23.0,40.0,6.0,2.0,362.0,282.0,40.0,69.0,519.0,59.0,809.0,290.0,1378.0,5241.0,0.0,276.0,43.0,10.0,380.0,1453.0
222,222,124.0,1.0,116.0,304.0,329.0,402.0,124.0,182.0,175.0,555.0,0.0,0.0,14.0,14.0,0.0,0.0,758.0,0.0,151.0,77.0,32.0,0.0,174.0,3.0,347.0,0.0,0.0,37.0,0.0,7.0,1.0,453.0,200.0,54.0,39.0,486.0,0.0,843.0,186.0,1350.0,5212.0,0.0,255.0,43.0,14.0,260.0,1489.0
223,223,136.0,0.0,76.0,122.0,53.0,236.0,112.0,152.0,120.0,436.0,0.0,8618.0,5.0,16.0,0.0,0.0,1062.0,0.0,202.0,61.0,43.0,0.0,68.0,3.0,463.0,0.0,0.0,21.0,0.0,2.0,0.0,217.0,85.0,23.0,30.0,577.0,0.0,624.0,131.0,1145.0,5189.0,0.0,236.0,30.0,2.0,73.0,2207.0
224,224,125.0,7.0,111.0,873.0,116.0,173.0,97.0,105.0,139.0,966.0,373.0,3632.0,6.0,17.0,4854.0,22.0,816.0,0.0,126.0,45.0,35.0,0.0,56.0,4.0,259.0,2.0,0.0,13.0,103.0,3.0,0.0,181.0,109.0,29.0,78.0,575.0,170.0,619.0,157.0,779.0,5118.0,0.0,163.0,3.0,6.0,196.0,1158.0
225,225,140.0,0.0,138.0,718.0,210.0,210.0,58.0,187.0,289.0,1226.0,144.0,3172.0,9.0,22.0,1397.0,11.0,1148.0,0.0,193.0,91.0,15.0,0.0,33.0,6.0,412.0,0.0,0.0,18.0,26.0,10.0,1.0,382.0,0.0,49.0,52.0,779.0,46.0,551.0,120.0,1215.0,4945.0,0.0,235.0,16.0,17.0,417.0,1433.0
226,226,141.0,14.0,241.0,609.0,171.0,253.0,97.0,273.0,292.0,1445.0,111.0,7550.0,7.0,19.0,2524.0,15.0,1009.0,0.0,235.0,130.0,22.0,0.0,37.0,4.0,476.0,4.0,1.0,26.0,58.0,0.0,2.0,474.0,252.0,55.0,65.0,654.0,66.0,715.0,278.0,1415.0,5102.0,0.0,254.0,75.0,31.0,443.0,1592.0
227,227,154.0,4.0,229.0,669.0,176.0,223.0,101.0,233.0,326.0,1449.0,144.0,5479.0,0.0,41.0,2669.0,23.0,1129.0,0.0,204.0,180.0,45.0,0.0,91.0,4.0,522.0,1.0,1.0,21.0,68.0,4.0,2.0,390.0,140.0,31.0,44.0,577.0,33.0,811.0,325.0,1454.0,5057.0,0.0,247.0,49.0,29.0,363.0,1732.0
228,228,146.0,8.0,221.0,587.0,174.0,350.0,105.0,268.0,292.0,1415.0,165.0,0.0,3.0,17.0,2846.0,0.0,1440.0,0.0,251.0,208.0,40.0,0.0,66.0,7.0,574.0,3.0,0.0,22.0,37.0,1.0,0.0,396.0,189.0,72.0,73.0,636.0,67.0,832.0,235.0,1415.0,5065.0,0.0,235.0,62.0,37.0,344.0,0.0
229,229,143.0,0.0,260.0,163.0,90.0,1.0,116.0,251.0,198.0,625.0,104.0,0.0,7.0,20.0,3310.0,8.0,1077.0,0.0,226.0,162.0,24.0,0.0,196.0,16.0,629.0,0.0,2.0,34.0,34.0,7.0,0.0,422.0,107.0,63.0,30.0,652.0,0.0,771.0,198.0,1328.0,5061.0,0.0,238.0,54.0,32.0,226.0,1847.0
230,230,120.0,0.0,162.0,132.0,32.0,0.0,92.0,200.0,121.0,561.0,134.0,16269.0,6.0,11.0,3015.0,2.0,1040.0,0.0,217.0,151.0,39.0,0.0,66.0,12.0,477.0,0.0,0.0,30.0,0.0,7.0,0.0,278.0,86.0,68.0,75.0,506.0,0.0,594.0,121.0,1087.0,4969.0,0.0,211.0,47.0,15.0,63.0,3101.0
231,231,119.0,16.0,344.0,707.0,135.0,500.0,73.0,125.0,190.0,1390.0,123.0,5114.0,2.0,21.0,493.0,1.0,713.0,0.0,147.0,85.0,54.0,0.0,56.0,3.0,320.0,2.0,1.0,20.0,30.0,1.0,1.0,194.0,35.0,49.0,50.0,481.0,154.0,595.0,132.0,733.0,4892.0,0.0,100.0,5.0,22.0,174.0,1616.0
232,232,155.0,0.0,158.0,725.0,169.0,316.0,84.0,196.0,281.0,1510.0,115.0,6671.0,8.0,24.0,2238.0,0.0,1089.0,0.0,250.0,199.0,0.0,0.0,186.0,13.0,401.0,0.0,3.0,38.0,30.0,0.0,0.0,412.0,103.0,47.0,47.0,487.0,56.0,597.0,214.0,1014.0,4748.0,0.0,108.0,15.0,18.0,314.0,0.0
233,233,158.0,19.0,425.0,612.0,151.0,340.0,128.0,310.0,315.0,1707.0,85.0,7039.0,7.0,29.0,3776.0,9.0,812.0,0.0,212.0,219.0,32.0,0.0,48.0,8.0,642.0,4.0,1.0,22.0,67.0,3.0,0.0,626.0,108.0,40.0,42.0,552.0,51.0,735.0,253.0,1409.0,4828.0,0.0,158.0,100.0,37.0,351.0,1967.0
234,234,155.0,0.0,308.0,581.0,142.0,338.0,149.0,264.0,247.0,1427.0,116.0,8148.0,20.0,37.0,4771.0,1.0,1182.0,0.0,250.0,255.0,44.0,0.0,129.0,5.0,840.0,1.0,2.0,32.0,71.0,1.0,2.0,522.0,0.0,36.0,55.0,529.0,51.0,767.0,291.0,1346.0,4785.0,0.0,161.0,80.0,43.0,333.0,2134.0
235,235,152.0,21.0,275.0,510.0,169.0,363.0,161.0,306.0,506.0,2034.0,71.0,0.0,17.0,29.0,4586.0,1.0,1033.0,0.0,204.0,265.0,52.0,0.0,79.0,10.0,947.0,1.0,0.0,36.0,67.0,3.0,4.0,547.0,233.0,31.0,48.0,534.0,35.0,903.0,219.0,1392.0,4870.0,0.0,169.0,123.0,38.0,298.0,2106.0
236,236,156.0,0.0,216.0,203.0,96.0,0.0,174.0,294.0,239.0,782.0,0.0,0.0,21.0,35.0,3602.0,0.0,1288.0,0.0,243.0,306.0,35.0,0.0,153.0,8.0,1071.0,0.0,1.0,30.0,0.0,3.0,2.0,588.0,0.0,35.0,34.0,508.0,0.0,900.0,241.0,1189.0,4921.0,0.0,170.0,91.0,43.0,160.0,2328.0
237,237,152.0,0.0,140.0,115.0,60.0,508.0,183.0,276.0,133.0,711.0,0.0,19382.0,7.0,14.0,4897.0,0.0,1041.0,0.0,283.0,275.0,22.0,0.0,61.0,6.0,1209.0,0.0,0.0,41.0,0.0,4.0,3.0,406.0,296.0,57.0,32.0,456.0,0.0,581.0,145.0,981.0,4852.0,0.0,109.0,40.0,34.0,57.0,1987.0
238,238,178.0,15.0,308.0,607.0,99.0,127.0,177.0,157.0,258.0,1278.0,270.0,7117.0,3.0,18.0,1955.0,26.0,972.0,0.0,155.0,136.0,36.0,0.0,147.0,9.0,953.0,1.0,0.0,38.0,90.0,0.0,4.0,350.0,81.0,38.0,35.0,572.0,126.0,548.0,123.0,805.0,4744.0,0.0,57.0,68.0,14.0,174.0,1796.0
239,239,154.0,0.0,291.0,527.0,203.0,297.0,82.0,202.0,367.0,1576.0,83.0,7296.0,19.0,43.0,3304.0,1.0,1184.0,0.0,168.0,219.0,24.0,0.0,85.0,4.0,876.0,4.0,0.0,21.0,44.0,5.0,6.0,530.0,78.0,46.0,66.0,414.0,72.0,763.0,192.0,1060.0,4696.0,0.0,106.0,28.0,21.0,222.0,3331.0
240,240,168.0,38.0,316.0,526.0,162.0,285.0,247.0,379.0,403.0,1507.0,57.0,9658.0,17.0,21.0,5429.0,0.0,1048.0,0.0,293.0,358.0,73.0,0.0,162.0,5.0,1366.0,3.0,4.0,32.0,90.0,18.0,1.0,624.0,126.0,37.0,55.0,570.0,59.0,729.0,362.0,1256.0,4676.0,0.0,154.0,84.0,36.0,244.0,1974.0
241,241,156.0,0.0,227.0,535.0,157.0,311.0,191.0,360.0,349.0,1571.0,90.0,9779.0,14.0,17.0,6111.0,0.0,1522.0,0.0,251.0,304.0,91.0,0.0,90.0,5.0,1409.0,1.0,1.0,36.0,-1385.0,6.0,3.0,564.0,128.0,32.0,59.0,510.0,51.0,887.0,399.0,1504.0,4711.0,0.0,125.0,90.0,33.0,202.0,0.0
242,242,112.0,26.0,382.0,614.0,157.0,294.0,181.0,340.0,477.0,1479.0,73.0,0.0,18.0,23.0,7379.0,0.0,1276.0,0.0,269.0,357.0,132.0,0.0,126.0,5.0,1460.0,1.0,0.0,48.0,37.0,9.0,0.0,358.0,0.0,28.0,105.0,507.0,38.0,791.0,401.0,1318.0,4829.0,0.0,108.0,102.0,42.0,179.0,2438.0
243,243,84.0,0.0,174.0,195.0,99.0,0.0,177.0,375.0,317.0,785.0,0.0,0.0,20.0,7.0,5453.0,0.0,1108.0,0.0,177.0,312.0,158.0,0.0,141.0,8.0,1444.0,1.0,1.0,29.0,0.0,0.0,5.0,500.0,0.0,15.0,64.0,500.0,0.0,759.0,374.0,1365.0,4941.0,0.0,75.0,114.0,37.0,131.0,2481.0
244,244,101.0,0.0,281.0,117.0,26.0,575.0,164.0,291.0,273.0,610.0,0.0,23572.0,10.0,28.0,5413.0,0.0,1715.0,0.0,157.0,262.0,292.0,0.0,40.0,5.0,1365.0,0.0,1.0,35.0,45.0,18.0,1.0,296.0,0.0,21.0,63.0,508.0,0.0,631.0,320.0,952.0,4980.0,0.0,83.0,34.0,31.0,48.0,2096.0
245,245,133.0,52.0,186.0,634.0,76.0,175.0,156.0,163.0,251.0,1218.0,285.0,8115.0,2.0,9.0,3082.0,0.0,1406.0,0.0,183.0,146.0,178.0,0.0,51.0,2.0,996.0,0.0,0.0,32.0,52.0,3.0,7.0,220.0,403.0,26.0,45.0,525.0,101.0,502.0,244.0,755.0,4993.0,5.0,41.0,41.0,27.0,162.0,2141.0
246,246,93.0,8.0,337.0,565.0,0.0,270.0,119.0,216.0,499.0,1256.0,99.0,8581.0,20.0,56.0,4982.0,0.0,1295.0,0.0,207.0,145.0,118.0,0.0,214.0,9.0,975.0,5.0,0.0,23.0,0.0,8.0,2.0,288.0,11.0,21.0,82.0,461.0,139.0,550.0,231.0,1053.0,4729.0,0.0,76.0,72.0,41.0,171.0,2088.0
247,247,122.0,15.0,442.0,574.0,188.0,283.0,179.0,370.0,656.0,1311.0,111.0,8959.0,20.0,19.0,7017.0,0.0,1508.0,0.0,233.0,311.0,365.0,0.0,89.0,5.0,1326.0,2.0,0.0,29.0,68.0,2.0,2.0,532.0,114.0,34.0,102.0,914.0,88.0,595.0,390.0,1298.0,4952.0,0.0,99.0,53.0,55.0,213.0,2486.0
248,248,116.0,0.0,312.0,677.0,163.0,287.0,161.0,472.0,679.0,1453.0,179.0,10476.0,26.0,39.0,7157.0,1.0,1735.0,0.0,241.0,369.0,301.0,0.0,92.0,7.0,1397.0,0.0,0.0,20.0,0.0,4.0,1.0,632.0,145.0,19.0,146.0,421.0,164.0,612.0,418.0,1365.0,4995.0,0.0,95.0,121.0,53.0,286.0,2439.0
249,249,123.0,16.0,271.0,728.0,158.0,338.0,183.0,297.0,797.0,1378.0,173.0,0.0,15.0,25.0,8975.0,1.0,1940.0,0.0,202.0,334.0,459.0,0.0,97.0,7.0,1732.0,2.0,0.0,26.0,109.0,6.0,4.0,534.0,162.0,30.0,110.0,744.0,85.0,691.0,406.0,1339.0,5110.0,0.0,96.0,137.0,47.0,262.0,2723.0
250,250,135.0,0.0,208.0,322.0,179.0,0.0,178.0,425.0,503.0,988.0,0.0,0.0,34.0,36.0,8550.0,0.0,1813.0,0.0,186.0,311.0,510.0,0.0,231.0,1.0,1694.0,1.0,0.0,36.0,0.0,9.0,0.0,567.0,0.0,25.0,147.0,654.0,0.0,567.0,486.0,1269.0,5205.0,1.0,77.0,226.0,43.0,171.0,2836.0
251,251,153.0,0.0,220.0,155.0,96.0,0.0,196.0,444.0,404.0,814.0,0.0,26560.0,25.0,30.0,7071.0,0.0,2988.0,0.0,138.0,225.0,495.0,1.0,138.0,5.0,1296.0,0.0,0.0,43.0,42.0,3.0,1.0,324.0,0.0,37.0,131.0,925.0,0.0,437.0,315.0,1150.0,5195.0,0.0,56.0,88.0,43.0,67.0,2107.0
252,252,151.0,46.0,511.0,918.0,96.0,518.0,172.0,191.0,560.0,1499.0,566.0,8964.0,16.0,36.0,4203.0,0.0,2948.0,1.0,139.0,117.0,576.0,0.0,102.0,2.0,1150.0,0.0,0.0,17.0,54.0,1.0,5.0,258.0,328.0,23.0,106.0,797.0,267.0,302.0,249.0,883.0,5185.0,0.0,36.0,22.0,16.0,185.0,2174.0
253,253,147.0,0.0,495.0,871.0,167.0,301.0,177.0,245.0,1161.0,1176.0,243.0,8866.0,32.0,10.0,6544.0,1.0,2460.0,0.0,169.0,204.0,341.0,0.0,306.0,7.0,1369.0,1.0,0.0,31.0,24.0,3.0,3.0,501.0,37.0,63.0,216.0,963.0,132.0,400.0,388.0,1136.0,5099.0,0.0,53.0,91.0,42.0,236.0,4962.0
254,254,151.0,40.0,754.0,1024.0,122.0,297.0,194.0,468.0,1159.0,1892.0,251.0,10764.0,22.0,93.0,8577.0,1.0,2659.0,0.0,248.0,341.0,411.0,0.0,84.0,3.0,1430.0,0.0,1.0,32.0,49.0,11.0,5.0,588.0,99.0,42.0,219.0,1140.0,105.0,421.0,646.0,1271.0,5218.0,6.0,84.0,161.0,80.0,314.0,2582.0
255,255,156.0,0.0,497.0,1143.0,163.0,286.0,189.0,405.0,1377.0,1484.0,317.0,12183.0,15.0,39.0,9843.0,0.0,2919.0,0.0,372.0,291.0,476.0,0.0,196.0,4.0,1597.0,-6.0,0.0,36.0,65.0,5.0,4.0,560.0,67.0,43.0,128.0,823.0,122.0,506.0,585.0,1380.0,5363.0,0.0,58.0,133.0,76.0,254.0,3144.0
256,256,161.0,43.0,1005.0,1284.0,201.0,290.0,193.0,528.0,1447.0,1630.0,292.0,0.0,32.0,43.0,9406.0,1.0,3539.0,0.0,282.0,190.0,718.0,0.0,211.0,4.0,1616.0,1.0,0.0,44.0,71.0,11.0,3.0,479.0,121.0,27.0,163.0,1268.0,120.0,594.0,687.0,1391.0,5504.0,0.0,92.0,231.0,110.0,291.0,0.0
257,257,164.0,0.0,495.0,617.0,92.0,300.0,191.0,465.0,1541.0,948.0,0.0,0.0,23.0,45.0,10561.0,2.0,3497.0,0.0,302.0,261.0,916.0,0.0,159.0,1.0,1501.0,0.0,0.0,53.0,0.0,5.0,1.0,531.0,141.0,78.0,145.0,1231.0,0.0,603.0,497.0,1311.0,5488.0,0.0,72.0,201.0,105.0,206.0,3103.0
258,258,168.0,0.0,384.0,301.0,27.0,328.0,198.0,473.0,787.0,927.0,0.0,27404.0,21.0,23.0,7183.0,5.0,3330.0,0.0,204.0,165.0,484.0,0.0,255.0,3.0,1456.0,0.0,2.0,39.0,35.0,10.0,2.0,264.0,139.0,53.0,182.0,1086.0,0.0,502.0,673.0,1109.0,5449.0,0.0,108.0,79.0,99.0,106.0,2476.0
259,259,167.0,94.0,549.0,1727.0,143.0,168.0,187.0,257.0,1034.0,1407.0,584.0,9437.0,22.0,47.0,6158.0,0.0,2621.0,0.0,180.0,65.0,844.0,2.0,207.0,3.0,1008.0,6.0,0.0,51.0,50.0,3.0,6.0,229.0,97.0,49.0,188.0,1298.0,289.0,377.0,613.0,692.0,5509.0,0.0,29.0,48.0,53.0,220.0,2462.0
260,260,152.0,0.0,860.0,1628.0,155.0,294.0,192.0,315.0,1674.0,1901.0,329.0,11193.0,24.0,98.0,7852.0,5.0,3103.0,0.0,310.0,151.0,1307.0,0.0,357.0,6.0,1229.0,0.0,0.0,56.0,40.0,5.0,1.0,527.0,134.0,106.0,161.0,1376.0,122.0,605.0,425.0,1111.0,5529.0,1.0,74.0,188.0,82.0,292.0,5863.0
261,261,144.0,0.0,704.0,1942.0,174.0,282.0,211.0,514.0,2136.0,2194.0,442.0,11291.0,34.0,25.0,9784.0,0.0,3991.0,0.0,311.0,280.0,710.0,0.0,250.0,15.0,1452.0,3.0,0.0,0.0,110.0,4.0,3.0,627.0,163.0,35.0,230.0,1540.0,116.0,600.0,605.0,1713.0,5670.0,0.0,102.0,92.0,123.0,330.0,0.0
262,262,132.0,45.0,922.0,1752.0,154.0,394.0,224.0,530.0,3123.0,1916.0,822.0,14389.0,22.0,49.0,10593.0,1.0,3395.0,0.0,359.0,250.0,941.0,0.0,224.0,17.0,1583.0,2.0,0.0,62.0,147.0,8.0,5.0,622.0,186.0,38.0,212.0,1750.0,106.0,837.0,770.0,1679.0,5762.0,0.0,82.0,161.0,98.0,389.0,3584.0
263,263,125.0,81.0,821.0,1709.0,189.0,292.0,243.0,487.0,2107.0,2297.0,454.0,0.0,36.0,59.0,13215.0,1.0,4322.0,1.0,338.0,234.0,809.0,0.0,248.0,24.0,1907.0,2.0,1.0,61.0,177.0,4.0,5.0,665.0,143.0,65.0,208.0,1972.0,146.0,757.0,780.0,1527.0,5905.0,0.0,62.0,235.0,137.0,437.0,3228.0
264,264,153.0,0.0,757.0,894.0,86.0,320.0,231.0,0.0,2044.0,1345.0,0.0,0.0,61.0,64.0,13498.0,1.0,4422.0,0.0,240.0,212.0,1070.0,0.0,267.0,77.0,1637.0,0.0,0.0,99.0,0.0,17.0,1.0,688.0,140.0,32.0,187.0,1882.0,0.0,1002.0,849.0,1333.0,6065.0,0.0,83.0,290.0,114.0,279.0,3240.0
265,265,159.0,0.0,609.0,461.0,44.0,212.0,213.0,0.0,934.0,922.0,0.0,31428.0,49.0,58.0,11569.0,3.0,3899.0,1.0,164.0,197.0,876.0,0.0,395.0,39.0,1587.0,0.0,0.0,80.0,86.0,10.0,1.0,260.0,178.0,46.0,714.0,1843.0,0.0,910.0,552.0,1231.0,6148.0,0.0,68.0,131.0,111.0,133.0,2966.0
266,266,150.0,117.0,593.0,2204.0,151.0,92.0,224.0,1093.0,1524.0,1821.0,1476.0,10799.0,17.0,66.0,4298.0,3.0,4368.0,1.0,453.0,70.0,633.0,1.0,188.0,31.0,1350.0,3.0,2.0,70.0,112.0,1.0,2.0,200.0,45.0,38.0,230.0,2215.0,251.0,748.0,623.0,808.0,6196.0,0.0,30.0,79.0,50.0,266.0,2675.0
267,267,131.0,0.0,747.0,2074.0,109.0,221.0,206.0,284.0,2394.0,1769.0,476.0,11289.0,35.0,149.0,10008.0,11.0,4926.0,0.0,333.0,144.0,951.0,0.0,323.0,42.0,1391.0,2.0,2.0,45.0,100.0,34.0,2.0,650.0,87.0,42.0,296.0,2243.0,104.0,711.0,463.0,1059.0,6215.0,0.0,61.0,175.0,88.0,438.0,2884.0
